"","country","year","GOV_Cab_LR","Cab_LR_lag1","Cab_LR_lag2","Cab_LR_lag3","Cab_LR_lag4","Cab_LR_lag5","dyn_cab_LR1","dyn_cab_LR2","dyn_cab_LR3","dyn_cab_LR4","dyn_cab_LR5","pall","gdp_pc","econ_dev","delta_ineq","yearly_net_migration","Country","EFindex","democracy","group"
"644",276,1958,12.1132907867432,13.2992134094238,8.97462177276611,4.60164594650269,0.487703800201416,-3.02955412864685,-1.18592262268066,4.32459163665771,4.37297582626343,4.11394214630127,3.51725792884827,NA,16945.3,0.0632092674664953,NA,NA,"Germany",0.083,1,1
"645",276,1959,7.93941879272461,12.1132907867432,13.2992134094238,8.97462177276611,4.60164594650269,0.487703800201416,-4.17387199401855,-1.18592262268066,4.32459163665771,4.37297582626343,4.11394214630127,NA,18016.4,0.0713128038897893,NA,NA,"Germany",0.084,1,1
"646",276,1960,3.75475931167603,7.93941879272461,12.1132907867432,13.2992134094238,8.97462177276611,4.60164594650269,-4.18465948104858,-4.17387199401855,-1.18592262268066,4.32459163665771,4.37297582626343,NA,19301.2,0.0358526930968023,NA,133862.8,"Germany",0.086,1,1
"647",276,1961,-0.396957337856293,3.75475931167603,7.93941879272461,12.1132907867432,13.2992134094238,8.97462177276611,-4.15171664953232,-4.18465948104858,-4.17387199401855,-1.18592262268066,4.32459163665771,NA,19993.2,0.03663745673529,NA,133862.8,"Germany",0.087,1,1
"648",276,1962,-1.14401543140411,-0.396957337856293,3.75475931167603,7.93941879272461,12.1132907867432,13.2992134094238,-0.747058093547821,-4.15171664953232,-4.18465948104858,-4.17387199401855,-1.18592262268066,NA,20725.7,0.0186869442286629,NA,133862.8,"Germany",0.088,1,1
"649",276,1963,-0.76158618927002,-1.14401543140411,-0.396957337856293,3.75475931167603,7.93941879272461,12.1132907867432,0.382429242134094,-0.747058093547821,-4.15171664953232,-4.18465948104858,-4.17387199401855,NA,21113,0.0561360299341638,NA,133862.8,"Germany",0.09,1,1
"650",276,1964,-0.379156917333603,-0.76158618927002,-1.14401543140411,-0.396957337856293,3.75475931167603,7.93941879272461,0.382429271936417,0.382429242134094,-0.747058093547821,-4.15171664953232,-4.18465948104858,NA,22298.2,0.0425863971082867,NA,133862.8,"Germany",0.091,1,1
"651",276,1965,0.115671336650848,-0.379156917333603,-0.76158618927002,-1.14401543140411,-0.396957337856293,3.75475931167603,0.494828253984451,0.382429271936417,0.382429242134094,-0.747058093547821,-4.15171664953232,NA,23247.8,0.0194211925429503,NA,174253,"Germany",0.093,1,1
"652",276,1966,-0.532614469528198,0.115671336650848,-0.379156917333603,-0.76158618927002,-1.14401543140411,-0.396957337856293,-0.648285806179047,0.494828253984451,0.382429271936417,0.382429242134094,-0.747058093547821,NA,23699.3,-0.00677235192600625,NA,174253,"Germany",0.094,1,1
"653",276,1967,-3.25402545928955,-0.532614469528198,0.115671336650848,-0.379156917333603,-0.76158618927002,-1.14401543140411,-2.72141098976135,-0.648285806179047,0.494828253984451,0.382429271936417,0.382429242134094,NA,23538.8,0.0506312981120533,NA,174253,"Germany",0.096,1,1
"654",276,1968,-3.80917310714722,-3.25402545928955,-0.532614469528198,0.115671336650848,-0.379156917333603,-0.76158618927002,-0.555147647857666,-2.72141098976135,-0.648285806179047,0.494828253984451,0.382429271936417,NA,24730.6,0.0655625015163401,NA,174253,"Germany",0.097,1,1
"655",276,1969,-5.09647274017334,-3.80917310714722,-3.25402545928955,-0.532614469528198,0.115671336650848,-0.379156917333603,-1.28729963302612,-0.555147647857666,-2.72141098976135,-0.648285806179047,0.494828253984451,NA,26352,0.0477952337583485,NA,174253,"Germany",0.099,1,1
"656",276,1970,-8.11065673828125,-5.09647274017334,-3.80917310714722,-3.25402545928955,-0.532614469528198,0.115671336650848,-3.01418399810791,-1.28729963302612,-0.555147647857666,-2.72141098976135,-0.648285806179047,NA,27611.5,0.023979139126813,NA,140346.2,"Germany",0.1,1,1
"657",276,1971,-9.08592891693115,-8.11065673828125,-5.09647274017334,-3.80917310714722,-3.25402545928955,-0.532614469528198,-0.975272178649902,-3.01418399810791,-1.28729963302612,-0.555147647857666,-2.72141098976135,NA,28273.6,0.0312800633806803,NA,140346.2,"Germany",0.102,1,1
"658",276,1972,-10.0612030029297,-9.08592891693115,-8.11065673828125,-5.09647274017334,-3.80917310714722,-3.25402545928955,-0.975274085998535,-0.975272178649902,-3.01418399810791,-1.28729963302612,-0.555147647857666,NA,29158,0.0378969751011729,NA,140346.2,"Germany",0.103,1,1
"659",276,1973,-8.94693946838379,-10.0612030029297,-9.08592891693115,-8.11065673828125,-5.09647274017334,-3.80917310714722,1.1142635345459,-0.975274085998535,-0.975272178649902,-3.01418399810791,-1.28729963302612,NA,30263,0.00275914483032085,NA,140346.2,"Germany",0.105,1,1
"660",276,1974,-7.92546796798706,-8.94693946838379,-10.0612030029297,-9.08592891693115,-8.11065673828125,-5.09647274017334,1.02147150039673,1.1142635345459,-0.975274085998535,-0.975272178649902,-3.01418399810791,NA,30346.5,-0.0095101576788097,NA,140346.2,"Germany",0.107,1,1
"661",276,1975,-6.90399694442749,-7.92546796798706,-8.94693946838379,-10.0612030029297,-9.08592891693115,-8.11065673828125,1.02147102355957,1.02147150039673,1.1142635345459,-0.975274085998535,-0.975272178649902,NA,30057.9,0.0492183419334018,NA,45778.8,"Germany",0.108,1,1
"662",276,1976,-5.8856201171875,-6.90399694442749,-7.92546796798706,-8.94693946838379,-10.0612030029297,-9.08592891693115,1.01837682723999,1.02147102355957,1.02147150039673,1.1142635345459,-0.975274085998535,NA,31537.3,0.0312360284488527,NA,45778.8,"Germany",0.11,1,1
"663",276,1977,-5.7454776763916,-5.8856201171875,-6.90399694442749,-7.92546796798706,-8.94693946838379,-10.0612030029297,0.140142440795898,1.01837682723999,1.02147102355957,1.02147150039673,1.1142635345459,NA,32522.4,0.0265570806582539,NA,45778.8,"Germany",0.112,1,1
"664",276,1978,-6.1192774772644,-5.7454776763916,-5.8856201171875,-6.90399694442749,-7.92546796798706,-8.94693946838379,-0.373799800872803,0.140142440795898,1.01837682723999,1.02147102355957,1.02147150039673,NA,33386.1,0.0360988555117251,NA,45778.8,"Germany",0.113,1,1
"665",276,1979,-6.49307727813721,-6.1192774772644,-5.7454776763916,-5.8856201171875,-6.90399694442749,-7.92546796798706,-0.373799800872803,-0.373799800872803,0.140142440795898,1.01837682723999,1.02147102355957,NA,34591.3,0.00677337943355687,NA,45778.8,"Germany",0.115,1,1
"630",276,1980,-6.86835718154907,-6.49307727813721,-6.1192774772644,-5.7454776763916,-5.8856201171875,-6.90399694442749,-0.375279903411865,-0.373799800872803,-0.373799800872803,0.140142440795898,1.01837682723999,0.3864696613,34825.6,-0.0046144215749333,-0.00623012829999997,4.6,"Germany",0.117,1,1
"631",276,1981,-6.72631454467773,-6.86835718154907,-6.49307727813721,-6.1192774772644,-5.7454776763916,-5.8856201171875,0.142042636871338,-0.375279903411865,-0.373799800872803,-0.373799800872803,0.140142440795898,0.380239533,34664.9,-0.0103937989147525,-0.0019058743,4.6,"Germany",0.119,1,1
